DOPs,Año,País,Ventas
Dehesa del Carrizal,2015,Alemania,60
Dominio de Valdepusa,2015,Alemania,93
El Hierro,2015,Alemania,0
El Terrerazo,2015,Alemania,31
Empordà,2015,Alemania,631
Finca Élez,2015,Alemania,0
Gran Canaria,2015,Alemania,0
Granada,2015,Alemania,0
Guijoso,2015,Alemania,20
Islas Canarias,2015,Alemania,10
Jerez-Xérès-Sherry,2015,Alemania,29302
Jumilla,2015,Alemania,10545
La Gomera,2015,Alemania,0
La Mancha,2015,Alemania,46297
La Palma,2015,Alemania,6
Lanzarote,2015,Alemania,88
Lebrija,2015,Alemania,9
Los Balagueses,2015,Alemania,0
Málaga,2015,Alemania,555
Manchuela,2015,Alemania,721
Manzanilla S.B.,2015,Alemania,305
Méntrida,2015,Alemania,430
Mondéjar,2015,Alemania,0
Monterrei,2015,Alemania,1132
Montilla-Moriles,2015,Alemania,556
Montsant,2015,Alemania,2286
Navarra,2015,Alemania,24767
Pago de Arínzano,2015,Alemania,0
Pago de Otazu,2015,Alemania,4
Pago Florentino,2015,Alemania,27
Penedés,2015,Alemania,7476
Pla de Bages,2015,Alemania,178
Pla i Llevant,2015,Alemania,690
Prado de Irache,2015,Alemania,0
Priorat,2015,Alemania,2055
Rías Baixas,2015,Alemania,4394
Ribeira Sacra,2015,Alemania,66
Ribeiro,2015,Alemania,3739
Ribera del Duero,2015,Alemania,20431
Ribera del Guadiana,2015,Alemania,169
Ribera del Júcar,2015,Alemania,243
Rioja,2015,Alemania,185619
Rueda,2015,Alemania,15960
Sierra de Salamanca,2015,Alemania,16
Sierras de Málaga,2015,Alemania,70
Somontano,2015,Alemania,4495
Tacoronte-Acentejo,2015,Alemania,0
Tarragona,2015,Alemania,216
Terra Alta,2015,Alemania,790
Tierra de León,2015,Alemania,1
Tierra del Vino de Zamora,2015,Alemania,37
Toro,2015,Alemania,3855
Uclés,2015,Alemania,1515
Utiel-Requena,2015,Alemania,13744
Valdeorras,2015,Alemania,258
Valdepeñas,2015,Alemania,37436
Valencia,2015,Alemania,67547
Valle de Güímar,2015,Alemania,0
Valle de la Orotava,2015,Alemania,25
Valles de Benavente,2015,Alemania,187
Valtiendas,2015,Alemania,0
Vinos de Madrid,2015,Alemania,1188
Ycoden-Daute-Isora,2015,Alemania,8
Yecla,2015,Alemania,8474
Abona,2014,Alemania,0
Alella,2014,Alemania,84
Alicante,2014,Alemania,7187
Almansa,2014,Alemania,3044
Arlanza,2014,Alemania,53
Arribes,2014,Alemania,0
Aylés,2014,Alemania,80
Bierzo,2014,Alemania,2111
Binissalem,2014,Alemania,1103
Bullas,2014,Alemania,346
Calatayud,2014,Alemania,1415
Calzadilla,2014,Alemania,0
Campo de Borja,2014,Alemania,4260
Campo de la Guardia,2014,Alemania,23
Cangas,2014,Alemania,0
Cariñena,2014,Alemania,65656
Casa del Blanco,2014,Alemania,37
Cataluña,2014,Alemania,32709
Cava,2014,Alemania,283700
Chacolí de Álava,2014,Alemania,0
Chacolí de Bizkaia,2014,Alemania,5
Chacolí de Getaria,2014,Alemania,14
Cigales,2014,Alemania,602
Conca de Barberá,2014,Alemania,201
Condado de Huelva,2014,Alemania,0
Costers del Segre,2014,Alemania,534
Dehesa del Carrizal,2014,Alemania,25
Dominio de Valdepusa,2014,Alemania,88
El Hierro,2014,Alemania,0
El Terrerazo,2014,Alemania,6
Empordà,2014,Alemania,1078
Finca Élez,2014,Alemania,43
Gran Canaria,2014,Alemania,0
Granada,2014,Alemania,200
Guijoso,2014,Alemania,0
Islas Canarias,2014,Alemania,0
Jerez-Xérès-Sherry,2014,Alemania,33488
Jumilla,2014,Alemania,9449
La Gomera,2014,Alemania,0
La Mancha,2014,Alemania,97548
La Palma,2014,Alemania,0
Lanzarote,2014,Alemania,75
Lebrija,2014,Alemania,0
Los Balagueses,2014,Alemania,0
Málaga,2014,Alemania,941
Manchuela,2014,Alemania,326
Manzanilla S.B.,2014,Alemania,331
Méntrida,2014,Alemania,210
Mondéjar,2014,Alemania,0
Monterrei,2014,Alemania,378
Montilla-Moriles,2014,Alemania,406
Montsant,2014,Alemania,3255
Navarra,2014,Alemania,23091
Pago de Arínzano,2014,Alemania,5
Pago de Otazu,2014,Alemania,6
Pago Florentino,2014,Alemania,38
Penedés,2014,Alemania,8129
Pla de Bages,2014,Alemania,149
Pla i Llevant,2014,Alemania,852
Prado de Irache,2014,Alemania,0
Priorat,2014,Alemania,2268
Rías Baixas,2014,Alemania,3924
Ribeira Sacra,2014,Alemania,99
Ribeiro,2014,Alemania,1051
Ribera del Duero,2014,Alemania,14337
Ribera del Guadiana,2014,Alemania,116
Ribera del Júcar,2014,Alemania,241
Rioja,2014,Alemania,185370
Rueda,2014,Alemania,19465
Sierra de Salamanca,2014,Alemania,12
Sierras de Málaga,2014,Alemania,34
Somontano,2014,Alemania,4650
Tacoronte-Acentejo,2014,Alemania,5
Tarragona,2014,Alemania,326
Terra Alta,2014,Alemania,744
Tierra de León,2014,Alemania,0
Tierra del Vino de Zamora,2014,Alemania,40
Toro,2014,Alemania,3802
Uclés,2014,Alemania,1615
Utiel-Requena,2014,Alemania,15343
Valdeorras,2014,Alemania,206
Valdepeñas,2014,Alemania,35292
Valencia,2014,Alemania,58974
Valle de Güímar,2014,Alemania,0
Valle de la Orotava,2014,Alemania,30
Valles de Benavente,2014,Alemania,229
Valtiendas,2014,Alemania,0
Vinos de Madrid,2014,Alemania,1101
Ycoden-Daute-Isora,2014,Alemania,3
Yecla,2014,Alemania,8774
Abadía Retuerta,2023,Austria,3
Abona,2023,Austria,0
Alella,2023,Austria,0
Alicante,2023,Austria,120
Almansa,2023,Austria,11
Arlanza,2023,Austria,0
Arribes,2023,Austria,0
Aylés,2023,Austria,12
Bierzo,2023,Austria,84
Binissalem,2023,Austria,0
Bolandin,2023,Austria,0
Bullas,2023,Austria,0
Calatayud,2023,Austria,0
Calzadilla,2023,Austria,0
Campo de Borja,2023,Austria,11
Campo de la Guardia,2023,Austria,0
Cangas,2023,Austria,0
Cariñena,2023,Austria,54
Casa del Blanco,2023,Austria,1
Cataluña,2023,Austria,1662
Cava,2023,Austria,9738
Cebreros,2023,Austria,0
Chacolí de Álava,2023,Austria,0
Chacolí de Bizkaia,2023,Austria,0
Chacolí de Getaria,2023,Austria,0
Chozas Carrascal,2023,Austria,0
Cigales,2023,Austria,11
Conca de Barberá,2023,Austria,21
Condado de Huelva,2023,Austria,0
Costers del Segre,2023,Austria,9
Dehesa del Carrizal,2023,Austria,3
Dehesa Peñalba,2023,Austria,0
Dominio de Valdepusa,2023,Austria,0
El Hierro,2023,Austria,0
El Terrerazo,2023,Austria,14
Empordà,2023,Austria,12
Finca Élez,2023,Austria,0
Gran Canaria,2023,Austria,0
Granada,2023,Austria,2
Guijoso,2023,Austria,0
Islas Canarias,2023,Austria,17
Jerez-Xérès-Sherry,2023,Austria,480
Jumilla,2023,Austria,217
La Gomera,2023,Austria,0
La Mancha,2023,Austria,140
La Palma,2023,Austria,0
Lanzarote,2023,Austria,0
Lebrija,2023,Austria,0
León,2023,Austria,0
Los Balagueses,2023,Austria,0
Málaga,2023,Austria,134
Manchuela,2023,Austria,6
Manzanilla S.B.,2023,Austria,4
Méntrida,2023,Austria,7
Mondéjar,2023,Austria,0
Monterrei,2023,Austria,2
Montilla-Moriles,2023,Austria,37
Montsant,2023,Austria,68
Navarra,2023,Austria,263
Pago de Arínzano,2023,Austria,11
Pago de Otazu,2023,Austria,0
Pago El Vicario,2023,Austria,0
Pago Florentino,2023,Austria,0
Pago La Jaraba,2023,Austria,17
Pago Los Cerrillos,2023,Austria,0
Pago Vallegarcía,2023,Austria,0
Penedés,2023,Austria,59
Pla de Bages,2023,Austria,0
Pla i Llevant,2023,Austria,0
Prado de Irache,2023,Austria,0
Priorat,2023,Austria,108
Rías Baixas,2023,Austria,245
Ribeira Sacra,2023,Austria,4
Ribeiro,2023,Austria,0
Ribera del Duero,2023,Austria,625
Ribera del Guadiana,2023,Austria,0
Ribera del Júcar,2023,Austria,3
Rioja,2023,Austria,5011
Rueda,2023,Austria,198
Sierra de Salamanca,2023,Austria,0
Sierras de Málaga,2023,Austria,7
Somontano,2023,Austria,27
Tacoronte-Acentejo,2023,Austria,0
Tarragona,2023,Austria,2
Terra Alta,2023,Austria,14
Tierra del Vino de Zamora,2023,Austria,0
Toro,2023,Austria,0
Uclés,2023,Austria,42
Urueña,2023,Austria,0
Utiel-Requena,2023,Austria,2792
Valdeorras,2023,Austria,11
Valdepeñas,2023,Austria,445
Valencia,2023,Austria,400
Valle de Güímar,2023,Austria,0
Valle de la Orotava,2023,Austria,14
Valles de Benavente,2023,Austria,0
Valtiendas,2023,Austria,0
Vera de Estenas,2023,Austria,0
Vinos de Madrid,2023,Austria,320
Ycoden-Daute-Isora,2023,Austria,7
Yecla,2023,Austria,0
Abadía Retuerta,2022,Austria,0
Abona,2022,Austria,0
Alella,2022,Austria,0
Alicante,2022,Austria,9
Almansa,2022,Austria,22
Arlanza,2022,Austria,0
Arribes,2022,Austria,0
Aylés,2022,Austria,16
Bierzo,2022,Austria,53
Binissalem,2022,Austria,0
Bolandin,2022,Austria,0
Bullas,2022,Austria,0
Calatayud,2022,Austria,0
Calzadilla,2022,Austria,0
Campo de Borja,2022,Austria,10
Campo de la Guardia,2022,Austria,0
Cangas,2022,Austria,0
Cariñena,2022,Austria,2
Casa del Blanco,2022,Austria,2
Cataluña,2022,Austria,238
Cava,2022,Austria,11801
Cebreros,2022,Austria,0
Chacolí de Álava,2022,Austria,0
Chacolí de Bizkaia,2022,Austria,0
Chacolí de Getaria,2022,Austria,0
Chozas Carrascal,2022,Austria,0
Cigales,2022,Austria,10
Conca de Barberá,2022,Austria,1
Condado de Huelva,2022,Austria,0
Costers del Segre,2022,Austria,3
Dehesa del Carrizal,2022,Austria,0
Dehesa Peñalba,2022,Austria,0
Dominio de Valdepusa,2022,Austria,0
El Hierro,2022,Austria,0
El Terrerazo,2022,Austria,15
Empordà,2022,Austria,7
Finca Élez,2022,Austria,0
Gran Canaria,2022,Austria,0
Granada,2022,Austria,6
Guijoso,2022,Austria,0
Islas Canarias,2022,Austria,0
Jerez-Xérès-Sherry,2022,Austria,315
Jumilla,2022,Austria,201
La Gomera,2022,Austria,0
La Mancha,2022,Austria,80
La Palma,2022,Austria,0
Lanzarote,2022,Austria,0
Lebrija,2022,Austria,0
León,2022,Austria,4
Los Balagueses,2022,Austria,0
Málaga,2022,Austria,79
Manchuela,2022,Austria,10
Manzanilla S.B.,2022,Austria,16
Méntrida,2022,Austria,0
Mondéjar,2022,Austria,0
Monterrei,2022,Austria,9
Montilla-Moriles,2022,Austria,28
Montsant,2022,Austria,68
Navarra,2022,Austria,176
Pago de Arínzano,2022,Austria,0
Pago de Otazu,2022,Austria,0
Pago El Vicario,2022,Austria,0
Pago Florentino,2022,Austria,0
Pago La Jaraba,2022,Austria,0
Pago Los Cerrillos,2022,Austria,0
Pago Vallegarcía,2022,Austria,0
Penedés,2022,Austria,69
Pla de Bages,2022,Austria,0
Pla i Llevant,2022,Austria,0
Prado de Irache,2022,Austria,0
Priorat,2022,Austria,117
Rías Baixas,2022,Austria,284
Ribeira Sacra,2022,Austria,6
Ribeiro,2022,Austria,0
Ribera del Duero,2022,Austria,589
Ribera del Guadiana,2022,Austria,0
Ribera del Júcar,2022,Austria,2
Rioja,2022,Austria,6148
Rueda,2022,Austria,162
Sierra de Salamanca,2022,Austria,0
Sierras de Málaga,2022,Austria,4
Somontano,2022,Austria,110
Tacoronte-Acentejo,2022,Austria,0
Tarragona,2022,Austria,1
Terra Alta,2022,Austria,14
Tierra del Vino de Zamora,2022,Austria,0
Toro,2022,Austria,115
Uclés,2022,Austria,36
Urueña,2022,Austria,0
Utiel-Requena,2022,Austria,2209
Valdeorras,2022,Austria,3
Valdepeñas,2022,Austria,720
Valencia,2022,Austria,706
Valle de Güímar,2022,Austria,0
Valle de la Orotava,2022,Austria,5
Valles de Benavente,2022,Austria,0
Valtiendas,2022,Austria,0
Vera de Estenas,2022,Austria,0
Vinos de Madrid,2022,Austria,317
Ycoden-Daute-Isora,2022,Austria,5
Yecla,2022,Austria,17
Abona,2021,Austria,0
Alella,2021,Austria,0
Alicante,2021,Austria,13
Almansa,2021,Austria,11
Arlanza,2021,Austria,0
Arribes,2021,Austria,0
Aylés,2021,Austria,8
Bierzo,2021,Austria,53
Binissalem,2021,Austria,0
Bullas,2021,Austria,0
Calatayud,2021,Austria,0
Calzadilla,2021,Austria,0
Campo de Borja,2021,Austria,6
Campo de la Guardia,2021,Austria,0
Cangas,2021,Austria,0
Cariñena,2021,Austria,2
Casa del Blanco,2021,Austria,2
Cataluña,2021,Austria,247
Cava,2021,Austria,10096
Cebreros,2021,Austria,0
Chacolí de Álava,2021,Austria,0
Chacolí de Bizkaia,2021,Austria,0
Chacolí de Getaria,2021,Austria,0
Chozas Carrascal,2021,Austria,0
Cigales,2021,Austria,5
Conca de Barberá,2021,Austria,0
Condado de Huelva,2021,Austria,0
Costers del Segre,2021,Austria,4
Dehesa del Carrizal,2021,Austria,0
Dominio de Valdepusa,2021,Austria,0
El Hierro,2021,Austria,0
El Terrerazo,2021,Austria,7
Empordà,2021,Austria,10
Finca Élez,2021,Austria,0
Gran Canaria,2021,Austria,0
Granada,2021,Austria,6
Guijoso,2021,Austria,0
Islas Canarias,2021,Austria,0
Jerez-Xérès-Sherry,2021,Austria,312
Jumilla,2021,Austria,225
La Gomera,2021,Austria,0
La Mancha,2021,Austria,238
La Palma,2021,Austria,0
Lanzarote,2021,Austria,0
Lebrija,2021,Austria,0
León,2021,Austria,0
Los Balagueses,2021,Austria,0
Málaga,2021,Austria,137
Manchuela,2021,Austria,23
Manzanilla S.B.,2021,Austria,18
Méntrida,2021,Austria,0
Mondéjar,2021,Austria,0
Monterrei,2021,Austria,15
Montilla-Moriles,2021,Austria,66
Montsant,2021,Austria,38
Navarra,2021,Austria,568
Pago de Arínzano,2021,Austria,0
Pago de Otazu,2021,Austria,0
Pago El Vicario,2021,Austria,0
Pago Florentino,2021,Austria,0
Pago La Jaraba,2021,Austria,0
Pago Los Cerrillos,2021,Austria,0
Pago Vallegarcía,2021,Austria,0
Penedés,2021,Austria,32
Pla de Bages,2021,Austria,0
Pla i Llevant,2021,Austria,0
Prado de Irache,2021,Austria,0
Priorat,2021,Austria,55
Rías Baixas,2021,Austria,75
Ribeira Sacra,2021,Austria,10
Ribeiro,2021,Austria,0
Ribera del Duero,2021,Austria,348
Ribera del Guadiana,2021,Austria,1
Ribera del Júcar,2021,Austria,0
Rioja,2021,Austria,5856
Rueda,2021,Austria,170
Sierra de Salamanca,2021,Austria,0
Sierras de Málaga,2021,Austria,5
Somontano,2021,Austria,40
Tacoronte-Acentejo,2021,Austria,0
Tarragona,2021,Austria,1
Terra Alta,2021,Austria,13
Tierra del Vino de Zamora,2021,Austria,0
Toro,2021,Austria,1614
Uclés,2021,Austria,38
Utiel-Requena,2021,Austria,2454
Valdeorras,2021,Austria,0
Valdepeñas,2021,Austria,878
Valencia,2021,Austria,1078
Valle de Güímar,2021,Austria,0
Valle de la Orotava,2021,Austria,12
Valles de Benavente,2021,Austria,0
Valtiendas,2021,Austria,0
Vera de Estenas,2021,Austria,0
Vinos de Madrid,2021,Austria,0
Ycoden-Daute-Isora,2021,Austria,6
Yecla,2021,Austria,14
Abona,2020,Austria,0
Alella,2020,Austria,0
Alicante,2020,Austria,20
Almansa,2020,Austria,17
Arlanza,2020,Austria,1
Arribes,2020,Austria,5
Aylés,2020,Austria,12
Bierzo,2020,Austria,173
Binissalem,2020,Austria,0
Bullas,2020,Austria,0
Calatayud,2020,Austria,0
Calzadilla,2020,Austria,0
Campo de Borja,2020,Austria,52
Campo de la Guardia,2020,Austria,0
Cangas,2020,Austria,0
Cariñena,2020,Austria,1
Casa del Blanco,2020,Austria,0
Cataluña,2020,Austria,314
Cava,2020,Austria,7438
Cebreros,2020,Austria,0
Chacolí de Álava,2020,Austria,0
Chacolí de Bizkaia,2020,Austria,0
Chacolí de Getaria,2020,Austria,1
Cigales,2020,Austria,7
Conca de Barberá,2020,Austria,0
Condado de Huelva,2020,Austria,0
Costers del Segre,2020,Austria,20
Dehesa del Carrizal,2020,Austria,3
Dominio de Valdepusa,2020,Austria,0
El Hierro,2020,Austria,0
El Terrerazo,2020,Austria,18
Empordà,2020,Austria,4
Finca Élez,2020,Austria,0
Gran Canaria,2020,Austria,0
Granada,2020,Austria,0
Guijoso,2020,Austria,0
Islas Canarias,2020,Austria,0
Jerez-Xérès-Sherry,2020,Austria,562
Jumilla,2020,Austria,197
La Gomera,2020,Austria,0
La Mancha,2020,Austria,299
La Palma,2020,Austria,0
Lanzarote,2020,Austria,0
Lebrija,2020,Austria,0
León,2020,Austria,2
Los Balagueses,2020,Austria,0
Málaga,2020,Austria,137
Manchuela,2020,Austria,34
Manzanilla S.B.,2020,Austria,16
Méntrida,2020,Austria,0
Mondéjar,2020,Austria,0
Monterrei,2020,Austria,0
Montilla-Moriles,2020,Austria,86
Montsant,2020,Austria,148
Navarra,2020,Austria,265
Pago de Arínzano,2020,Austria,0
Pago de Otazu,2020,Austria,0
Pago El Vicario,2020,Austria,0
Pago Florentino,2020,Austria,0
Pago La Jaraba,2020,Austria,0
Pago Los Cerrillos,2020,Austria,0
Pago Vallegarcía,2020,Austria,0
Penedés,2020,Austria,44
Pla de Bages,2020,Austria,0
Pla i Llevant,2020,Austria,0
Prado de Irache,2020,Austria,0
Priorat,2020,Austria,92
Rías Baixas,2020,Austria,72
Ribeira Sacra,2020,Austria,0
Ribeiro,2020,Austria,0
Ribera del Duero,2020,Austria,292
Ribera del Guadiana,2020,Austria,5
Ribera del Júcar,2020,Austria,0
Rioja,2020,Austria,6428
Rueda,2020,Austria,205
Sierra de Salamanca,2020,Austria,0
Sierras de Málaga,2020,Austria,0
Somontano,2020,Austria,161
Tacoronte-Acentejo,2020,Austria,0
Tarragona,2020,Austria,3
Terra Alta,2020,Austria,9
Tierra del Vino de Zamora,2020,Austria,0
Toro,2020,Austria,195
Uclés,2020,Austria,98
Utiel-Requena,2020,Austria,4
Valdeorras,2020,Austria,0
Valdepeñas,2020,Austria,1480
Valencia,2020,Austria,677
Valle de Güímar,2020,Austria,0
Valle de la Orotava,2020,Austria,5
Valles de Benavente,2020,Austria,0
Valtiendas,2020,Austria,0
Vinos de Madrid,2020,Austria,16
Ycoden-Daute-Isora,2020,Austria,11
Yecla,2020,Austria,13
Abona,2019,Austria,0
Alella,2019,Austria,0
Alicante,2019,Austria,72
Almansa,2019,Austria,22
Arlanza,2019,Austria,0
Arribes,2019,Austria,0
Aylés,2019,Austria,16
Bierzo,2019,Austria,150
Binissalem,2019,Austria,0
Bullas,2019,Austria,0
Calatayud,2019,Austria,5
Calzadilla,2019,Austria,0
Campo de Borja,2019,Austria,12
Campo de la Guardia,2019,Austria,0
Cangas,2019,Austria,0
Cariñena,2019,Austria,30
Casa del Blanco,2019,Austria,0
Cataluña,2019,Austria,369
Cava,2019,Austria,7498
Cebreros,2019,Austria,0
Chacolí de Álava,2019,Austria,0
Chacolí de Bizkaia,2019,Austria,0
Chacolí de Getaria,2019,Austria,0
Cigales,2019,Austria,10
Conca de Barberá,2019,Austria,0
Condado de Huelva,2019,Austria,0
Costers del Segre,2019,Austria,21
Dehesa del Carrizal,2019,Austria,0
Dominio de Valdepusa,2019,Austria,6
El Hierro,2019,Austria,0
El Terrerazo,2019,Austria,21
Empordà,2019,Austria,13
Finca Élez,2019,Austria,0
Gran Canaria,2019,Austria,0
Granada,2019,Austria,0
Guijoso,2019,Austria,0
Islas Canarias,2019,Austria,0
Jerez-Xérès-Sherry,2019,Austria,674
Jumilla,2019,Austria,359
La Gomera,2019,Austria,0
La Mancha,2019,Austria,388
La Palma,2019,Austria,5
Lanzarote,2019,Austria,0
Lebrija,2019,Austria,0
León,2019,Austria,0
Los Balagueses,2019,Austria,0
Málaga,2019,Austria,0
Manchuela,2019,Austria,22
Manzanilla S.B.,2019,Austria,8
Méntrida,2019,Austria,0
Mondéjar,2019,Austria,0
Monterrei,2019,Austria,0
Montilla-Moriles,2019,Austria,52
Montsant,2019,Austria,154
Navarra,2019,Austria,402
Pago de Arínzano,2019,Austria,0
Pago de Otazu,2019,Austria,0
Pago Florentino,2019,Austria,1
Penedés,2019,Austria,55
Pla de Bages,2019,Austria,0
Pla i Llevant,2019,Austria,0
Prado de Irache,2019,Austria,0
Priorat,2019,Austria,140
Rías Baixas,2019,Austria,105
Ribeira Sacra,2019,Austria,0
Ribeiro,2019,Austria,0
Ribera del Duero,2019,Austria,511
Ribera del Guadiana,2019,Austria,10
Ribera del Júcar,2019,Austria,0
Rioja,2019,Austria,5580
Rueda,2019,Austria,310
Sierra de Salamanca,2019,Austria,0
Sierras de Málaga,2019,Austria,0
Somontano,2019,Austria,167
Tacoronte-Acentejo,2019,Austria,0
Tarragona,2019,Austria,5
Terra Alta,2019,Austria,13
Tierra del Vino de Zamora,2019,Austria,0
Toro,2019,Austria,1598
Uclés,2019,Austria,103
Utiel-Requena,2019,Austria,2
Valdeorras,2019,Austria,3
Valdepeñas,2019,Austria,828
Valencia,2019,Austria,654
Valle de Güímar,2019,Austria,0
Valle de la Orotava,2019,Austria,5
Valles de Benavente,2019,Austria,0
Valtiendas,2019,Austria,0
Vinos de Madrid,2019,Austria,7
Ycoden-Daute-Isora,2019,Austria,5
Yecla,2019,Austria,33
Abona,2018,Austria,0
Alella,2018,Austria,0
Alicante,2018,Austria,8
Almansa,2018,Austria,20
Arlanza,2018,Austria,0
Arribes,2018,Austria,0
Aylés,2018,Austria,20
Bierzo,2018,Austria,150
Binissalem,2018,Austria,0
Bullas,2018,Austria,0
Calatayud,2018,Austria,0
Calzadilla,2018,Austria,3
Campo de Borja,2018,Austria,5
Campo de la Guardia,2018,Austria,5
Cangas,2018,Austria,0
Cariñena,2018,Austria,231
Casa del Blanco,2018,Austria,2
Cataluña,2018,Austria,452
Cava,2018,Austria,7948
Chacolí de Álava,2018,Austria,0
Chacolí de Bizkaia,2018,Austria,0
Chacolí de Getaria,2018,Austria,0
Cigales,2018,Austria,14
Conca de Barberá,2018,Austria,0
Condado de Huelva,2018,Austria,0
Costers del Segre,2018,Austria,9
Dehesa del Carrizal,2018,Austria,3
Dominio de Valdepusa,2018,Austria,7
El Hierro,2018,Austria,0
El Terrerazo,2018,Austria,16
Empordà,2018,Austria,21
Finca Élez,2018,Austria,0
Gran Canaria,2018,Austria,0
Granada,2018,Austria,0
Guijoso,2018,Austria,0
Islas Canarias,2018,Austria,0
Jerez-Xérès-Sherry,2018,Austria,649
Jumilla,2018,Austria,51
La Gomera,2018,Austria,0
La Mancha,2018,Austria,594
La Palma,2018,Austria,0
Lanzarote,2018,Austria,0
Lebrija,2018,Austria,0
Los Balagueses,2018,Austria,0
Málaga,2018,Austria,196
Manchuela,2018,Austria,45
Manzanilla S.B.,2018,Austria,11
Méntrida,2018,Austria,0
Mondéjar,2018,Austria,0
Monterrei,2018,Austria,0
Montilla-Moriles,2018,Austria,114
Montsant,2018,Austria,110
Navarra,2018,Austria,271
Pago de Arínzano,2018,Austria,0
Pago de Otazu,2018,Austria,0
Pago Florentino,2018,Austria,0
Penedés,2018,Austria,65
