DOPs;Año;Alemania;Austria;Bélgica;Bulgaria;Chipre;Croacia;Dinamarca;Eslovaquia;Eslovenia;Estonia;Finlandia;Francia;Grecia;Holanda;Hungria;Irlanda;Italia;Letonia;Lituania;Luxemburgo;Malta;Polonia;Portugal;Repùblica Checa;Rumania;Suecia;Noruega;Suiza;Reino Unido;Rusia;Resto Europa no E.U.;Argentina;Brasil;Canadá;Colombia;EE.UU.;México;Venezuela;Resto América;Corea;China;India;Japón;Resto Asia;Australia;Resto Oceanía;Resto países;Blanco;Rosado;Tinto;De licor;Espumoso;Deaguja;Otros;€/hl
Cigales;2019;413;10;1086;2;0;0;60;2;1;15;95;3;0;230;0;39;0;0;21;141;0;230;0;3;0;33;9;22;98;0;0;0;12;64;0;282;92;6;0;33;456;17;6;0;0;0;0;9;195;3277;0;0;0;0;399,50474
Conca de Barberá;2019;91;0;88;0;0;0;58;0;0;10;0;27;3;71;0;1;2;1;35;0;0;35;0;9;0;30;36;41;136;0;15;0;13;136;0;307;57;0;11;4;43;0;61;26;8;0;72;552;141;734;0;0;0;0;732,2088297
Condado de Huelva;2019;0;0;10;0;0;0;0;0;0;0;0;0;0;34;0;0;10;0;0;0;0;0;0;0;0;0;275;0;17;10;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;104;0;0;291;0;0;0;174,0860759
Costers del Segre;2019;632;21;696;19;0;0;208;0;0;77;1140;40;1;464;0;51;0;4;8;1;3;65;0;22;1;1251;4;330;358;68;53;0;15;13;15;1699;12;0;22;33;540;0;466;340;0;2;146;3824;344;4652;0;0;0;0;507,2793651
Dehesa del Carrizal;2019;24;0;13;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;11;4;40;0;0;0;4;0;5;0;0;0;0;113;0;16;13;6;0;0;19;0;236;0;0;0;0;942,9764706
Dominio de Valdepusa;2019;562;6;7;0;0;0;44;2;0;0;0;2;0;0;1;1;0;0;2;4;0;4;0;5;0;0;0;71;0;28;0;0;17;13;0;117;31;0;0;0;0;0;14;0;0;0;0;0;0;931;0;0;0;0;763,1353383
El Hierro;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
El Terrerazo;2019;19;21;14;0;0;0;17;0;0;0;0;3;0;29;0;0;0;0;0;0;0;2;0;0;0;1;5;13;15;0;0;0;0;6;5;57;2;0;11;0;3;0;12;7;0;0;0;0;0;242;0;0;0;0;821,0123967
Empordà;2019;360;13;337;0;0;17;43;12;0;30;107;216;0;395;1;22;13;0;1;0;0;43;0;16;0;11;139;422;277;44;160;0;29;95;3;286;22;0;62;85;115;0;77;54;50;6;0;611;148;2737;21;45;1;0;542,4515857
Finca Élez;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;22;0;0;0;0;19;0;25;0;0;0;0;2477,318182
Gran Canaria;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;0;0;0;0;0;0;0;0;0;0;0;0;0;124;0;0;0;0;703,1612903
Granada;2019;49;0;9;0;0;0;163;0;2;0;1;0;0;3;0;0;2;5;0;3;0;0;0;0;0;0;9;5;8;0;0;0;0;7;0;0;0;0;6;0;26;0;9;0;0;0;0;54;8;239;0;6;0;0;595,4918567
Guijoso;2019;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;5;0;1;0;0;0;0;1;0;10;0;0;0;0;794,6363636
Islas Canarias;2019;10;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;10;6;0;0;0;0;22;0;133;0;3;2;0;0;0;0;0;0;0;0;116;7;76;0;0;0;0;827,5979899
Jerez-Xérès-Sherry;2019;15234;674;6507;8;9;3;1402;27;4;38;1032;8460;35;40078;13;593;270;522;568;53;26;269;171;129;3;1471;374;842;85972;209;459;5;93;2260;204;10754;466;1;927;54;379;0;1170;539;851;159;78;0;0;0;183395;0;0;0;300
Jumilla;2019;14514;359;4331;20;17;2;2417;44;0;140;1156;1570;0;4081;35;1207;172;3604;3246;56;5;6659;1;188;216;556;1235;10483;16965;4867;716;0;2109;10111;94;20022;297;6;1001;1686;14806;125;4544;1471;146;52;7127;5765;5001;131625;39;0;0;29;274,1514401
La Gomera;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;921
La Mancha;2019;39394;388;2315;74;13;469;1255;1193;3;272;89;2292;146;11600;11;720;219;10081;8463;25;76;6417;0;534;231;1576;111;7311;8840;8487;796;0;2491;4543;62;10273;7890;23;2928;1733;46958;37;13763;2165;76;714;1308;49823;13729;144781;0;32;0;0;210,9909582
La Palma;2019;7;5;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;3;6;0;0;0;0;0;0;10;0;0;0;0;5;0;5;0;6;0;0;40;0;24;0;0;0;0;1500,703125
Lanzarote;2019;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;3;0;334;0;0;0;0;0;0;10;0;0;0;0;106;229;34;0;18;0;0;929,5529716
Lebrija;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
León;2019;5;0;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;54;4;371;0;0;0;0;324,0652681
Los Balagueses;2019;21;0;8;0;0;0;3;0;0;0;0;0;0;2;0;0;0;0;6;0;0;2;0;0;0;0;4;28;2;0;2;0;0;2;0;0;0;0;0;0;0;0;6;2;0;0;0;16;0;72;0;0;0;0;0
Málaga;2019;481;0;0;0;0;0;1;0;0;0;0;0;0;2795;1;0;0;0;0;0;0;88;0;0;3;2;1;0;2;0;8;0;0;0;0;8;0;0;13;0;0;0;0;0;0;0;0;0;0;0;3403;0;0;0;457,3611519
Manchuela;2019;782;22;109;0;0;29;38;9;4;0;25;10;0;342;24;24;0;0;0;0;0;50;0;25;0;75;23;183;148;27;0;0;21;228;6;336;51;58;56;31;2946;0;1793;11;87;64;0;1545;250;5842;0;0;0;0;299,610711
Manzanilla S.B.;2019;300;8;355;1;0;0;18;0;1;0;52;269;8;650;0;9;14;31;77;0;0;7;1;0;0;125;10;27;1757;17;17;0;29;78;0;519;51;0;32;0;13;0;347;27;69;6;2;0;0;0;4927;0;0;0;300
Méntrida;2019;55;0;56;0;0;0;5;3;0;0;0;3;0;9;0;10;0;0;0;48;0;5;0;0;0;55;9;91;91;32;0;0;60;107;0;154;5;0;4;4;878;0;66;0;5;0;0;0;0;1755;0;0;0;0;201,5299145
Mondéjar;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Monterrei;2019;83;0;72;0;0;0;15;0;0;0;25;1;0;666;0;51;0;2;0;0;0;9;0;1;0;5;0;5;533;0;6;0;0;0;0;98;17;0;31;0;2;0;2;1;0;0;0;1569;0;56;0;0;0;0;474,3353846
Montilla-Moriles;2019;577;52;60;2;0;0;300;6;0;0;2;131;0;4611;0;6;99;0;170;2;0;21;5;2234;5;58;0;72;2292;6;424;0;5;360;0;250;7;0;1008;0;38;0;245;26;33;2;24;7575;0;0;5558;0;0;0;311,5555471
Montsant;2019;2228;154;733;1;0;0;160;0;0;184;44;197;2;285;1;41;9;2;42;21;1;143;0;18;5;407;36;652;2042;166;117;0;33;1548;7;2694;30;0;24;19;152;0;458;229;38;10;0;1386;493;11051;3;0;0;0;314,3184876
Navarra;2019;16066;402;2804;112;125;5;646;21;69;473;1853;2335;13;8093;0;924;11;743;547;54;6;1050;0;118;447;419;2331;6792;11453;762;266;0;436;4225;98;5296;907;247;820;182;28026;0;1348;401;388;49;3;13155;14856;73321;34;0;0;0;248
Pago de Arínzano;2019;0;0;0;0;0;0;0;0;0;0;0;24;0;3;0;0;0;69;6;0;0;0;0;0;0;0;0;144;4;0;0;17;0;43;0;339;3;0;0;0;3;0;0;0;0;0;0;200;0;455;0;0;0;0;1124,920611
Pago de Otazu;2019;1;0;3;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;3;0;6;0;4;2;0;0;0;31;0;4;2;7;9;3;95;0;0;0;0;0;0;22;0;153;0;0;0;0;4440,182857
Pago Florentino;2019;17;1;0;1;0;0;5;0;0;0;0;20;0;1;0;1;0;0;0;2;0;6;0;0;0;4;0;68;78;14;2;0;0;0;0;32;0;0;50;6;0;0;11;17;0;0;0;0;0;336;0;0;0;0;888,1220238
Penedés;2019;5448;55;1072;5;11;9;2055;9;1;162;811;430;7;1895;15;197;48;181;303;42;6;296;15;99;3;6755;595;546;722;163;967;0;1379;3887;45;2595;877;7;800;236;1485;45;1535;760;19;19;1102;10708;4419;18554;0;4018;15;0;790,5168107
Pla de Bages;2019;83;0;5;0;0;0;24;0;0;9;25;41;0;104;0;7;0;0;0;6;0;4;0;5;1;5;0;86;14;13;23;2;12;5;12;25;39;0;10;0;121;0;2;15;0;0;5;164;15;524;0;0;0;0;694,9786629
Pla i Llevant;2019;1302;0;10;0;0;0;51;0;0;0;13;1;0;4;0;0;0;0;0;14;0;0;0;9;0;22;2;197;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;502;307;855;0;1;0;0;637,9069069
Prado de Irache;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Priorat;2019;1342;140;663;5;0;1;936;1;0;13;90;521;11;528;12;2570;15;65;32;36;2;102;17;24;0;604;195;1242;785;431;93;33;55;558;6;3202;177;4;106;78;424;0;160;293;52;5;25;411;20;15221;0;0;0;2;891,1588731
Rías Baixas;2019;4707;105;1313;31;5;1;807;11;1;49;351;742;54;2465;21;2904;145;80;18;28;10;650;37;51;8;1629;1118;1234;18194;1453;560;13;1304;2785;375;22675;2535;74;5850;144;689;3;1137;590;678;42;359;78035;0;0;0;0;0;0;561,2272826
Ribeira Sacra;2019;39;0;19;0;0;0;39;0;0;0;12;26;0;26;0;16;9;0;0;1;0;1;1;0;0;54;240;152;175;5;9;0;0;111;0;472;11;0;50;0;85;0;49;0;35;0;0;185;11;1441;0;0;0;0;1587,357361
Ribeiro;2019;4523;0;1581;1;0;0;179;0;0;2;0;17;0;224;0;32;1;2;0;0;0;16;0;5;14;0;8;143;328;0;52;0;7;72;5;454;98;0;25;0;120;0;384;16;38;0;0;8161;0;186;0;0;0;0;1464,569546
Ribera del Duero;2019;9850;511;2023;21;25;9;4239;25;26;129;278;2216;26;3884;25;613;143;680;364;169;53;661;3670;340;30;1629;192;14033;3695;224;615;2;377;2790;379;5327;6201;0;1836;93;4598;11;578;615;236;15;840;0;0;74296;0;0;0;0;1087,02019
Ribera del Guadiana;2019;582;10;160;0;0;38;1;0;0;0;12;0;314;0;18;0;595;0;0;0;0;0;11;0;0;0;0;104;31;0;0;0;115;9;60;15;0;5;0;0;27624;0;21;88;0;0;0;602;0;29211;0;0;0;0;182,0906987
Ribera del Júcar;2019;232;0;9;0;0;0;35;0;0;0;0;35;0;9;0;0;0;3;0;0;0;0;1;0;0;0;1;0;32;19;8;0;47;85;0;62;0;6;0;0;1641;0;90;14;0;0;0;85;13;2231;0;0;0;0;286,4285101
Rioja;2019;133574;5580;26135;317;252;126;7915;425;199;839;4028;13260;296;36718;110;24478;711;9471;4671;1525;214;9427;477;2929;598;27773;12922;53483;295789;33031;7070;29;2936;35684;3614;94432;21441;116;17025;2256;30322;573;6124;8728;6203;554;2101;69613;47667;829201;0;0;0;0;485,1427371
Rueda;2019;16259;310;3859;310;46;18;787;19;0;119;117;1367;2;22046;43;850;50;287;202;90;62;758;71;194;58;1654;772;6497;3283;2959;2328;94;299;1589;653;7110;1526;3;3014;45;661;9;923;656;198;11;0;80909;506;671;0;122;0;0;280
Sierra de Salamanca;2019;60;0;1;0;0;0;5;0;0;0;0;14;0;2;0;0;0;0;0;0;0;0;2;1;0;6;0;0;3;0;0;0;0;2;0;49;0;0;1;0;0;0;4;2;6;0;0;0;5;153;0;0;0;0;1095,101266
Sierras de Málaga;2019;36;0;25;0;0;0;24;0;0;0;3;0;0;10;0;5;0;0;0;14;0;7;0;0;0;2;5;75;3;0;20;0;0;10;0;83;0;0;10;0;0;0;0;7;0;0;0;118;60;161;0;0;0;0;436,8849558
Somontano;2019;3836;167;8548;14;0;0;1084;0;2;62;47;314;19;2292;17;26;0;36;23;10;10;203;32;31;7;540;24;705;0;1516;0;0;0;201;334;357;1312;0;0;0;1609;8;109;0;0;0;0;7151;4967;11377;0;0;0;0;349,9091296
Tacoronte-Acentejo;2019;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;0;0;0;1501,285714
Tarragona;2019;268;5;65;8;0;0;68;58;0;21;6;147;0;412;323;46;0;2;26;1;0;79;0;0;103;0;40;7;36;4;14;0;107;25;0;86;27;0;17;0;207;0;185;101;5;0;61;584;36;1470;363;107;0;0;104,859375
Terra Alta;2019;0;13;675;0;0;0;263;2;0;0;0;244;0;0;0;28;8;167;31;0;0;566;0;5;279;540;59;191;595;35;47;3;1138;102;38;1433;30;0;1;19;181;0;170;76;24;0;0;2017;349;4597;0;0;0;0;486,1637225
Tierra del Vino de Zamora;2019;33;0;3;0;0;0;5;0;0;0;0;0;0;5;0;0;0;0;0;0;0;18;0;0;0;4;0;6;23;25;0;0;21;12;0;67;0;0;0;0;21;0;5;0;0;0;0;55;0;193;0;0;0;0;888,625
Toro;2019;6305;1598;1598;0;0;0;1154;0;0;0;266;1332;0;1865;0;266;355;0;0;178;0;533;355;0;0;178;217;4124;1776;0;0;0;217;282;0;8248;0;0;0;0;8031;0;586;0;0;0;0;0;0;39464;0;0;0;0;466,6784665
Uclés;2019;1669;103;475;0;0;2;240;0;0;0;0;344;0;1994;0;40;0;0;0;0;0;392;0;0;21;11;0;456;933;127;7;0;0;30;2138;8;0;132;118;272;3000;0;2033;152;0;0;0;2367;2201;10129;0;0;0;0;280,7256583
Utiel-Requena;2019;9135;2;1174;1;1;0;2108;3;0;54;1453;12319;0;12556;18;5094;4;1653;413;5;0;4971;0;245;10;3611;4814;1893;42639;6102;693;0;5059;5037;243;5803;868;0;279;103;14007;0;2474;598;6381;172;969;15307;18149;119508;0;0;0;0;307,3048495
Valdeorras;2019;87;3;65;0;0;0;53;0;0;0;0;11;0;128;0;39;4;0;0;0;0;7;1;4;0;58;26;92;501;0;30;2;0;93;0;713;1;0;99;0;82;0;72;11;28;0;0;1820;0;390;0;0;0;0;599,0904977
Valdepeñas;2019;39456;828;2517;63;0;0;3624;1266;0;419;2301;1221;0;16994;124;708;65;1491;1500;167;1;3565;0;10393;0;5648;43;9475;26459;20431;4249;0;3171;6260;38;4210;3323;0;2711;123;29408;0;11745;917;12;14;239;21185;9326;184668;0;0;0;0;233,572277
Valencia;2019;49048;654;9963;110;11;74;8132;138;15;3050;5038;5797;0;10041;41;447;2907;8897;2690;1;159;6650;772;1994;791;11157;8312;2015;19673;36264;2413;0;1482;13609;1055;11831;2866;218;536;1425;19925;0;9984;2757;231;34;2408;65436;15357;168022;11689;4769;342;0;234,5925494
Valle de Güímar;2019;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;3;0;18;0;0;0;0;1303,857143
Valle de la Orotava;2019;53;5;10;0;0;0;13;0;0;0;9;8;0;11;8;9;8;2;0;0;0;0;0;3;6;280;13;14;66;0;13;0;0;42;0;288;0;0;3;9;4;0;14;3;27;0;0;166;51;704;0;0;0;0;852,8773073
Valles de Benavente;2019;275;0;18;0;0;0;6;0;0;0;0;0;0;42;5;0;0;0;0;0;0;2;0;0;0;0;0;9;11;0;0;0;0;0;0;0;0;0;0;0;135;0;0;0;0;0;0;38;277;188;0;0;0;0;348,2723658
Valtiendas;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vinos de Madrid;2019;421;7;42;5;3;0;96;0;0;0;7;39;6;54;0;10;18;0;0;0;0;9;0;13;0;60;36;301;105;0;0;4;0;180;0;2252;23;0;0;0;562;0;121;0;53;0;19;530;261;3655;0;0;0;0;450,1551957
Ycoden-Daute-Isora;2019;5;5;10;0;0;0;1;0;0;0;4;9;1;9;0;3;2;0;0;2;2;0;0;0;0;8;17;10;27;0;6;2;4;44;0;108;0;0;9;3;5;0;18;4;11;2;0;173;0;158;0;0;0;0;1290,519637
Yecla;2019;7508;33;594;0;0;0;13993;0;0;20;122;769;0;2803;0;206;0;2444;401;28;22;461;0;51;0;1350;390;1961;3309;57;12;0;52;6453;0;3426;32;421;71;453;3071;0;2726;1074;81;171;0;2628;1625;50296;16;0;0;0;226,2079905
Abona;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alella;2018;84;0;272;0;9;26;0;0;0;0;0;3;5;25;0;0;12;5;3;0;0;0;0;0;0;3;0;74;38;0;108;0;0;1;16;41;1;0;126;0;39;0;27;3;14;0;0;611;21;118;0;0;0;0;264,402139
Alicante;2018;9167;8;1189;5;0;0;1065;0;0;194;640;2796;0;1211;6;34;482;659;738;83;20;2043;3;140;10;373;19;436;749;735;96;0;528;1461;0;4857;73;0;71;387;5737;0;789;726;26;6;4003;4161;455;36311;35;596;0;7;0
Almansa;2018;2029;20;278;0;0;0;639;0;0;993;3144;73;0;594;0;17;3;0;88;27;0;135;0;2;43;3;5;638;43;135;240;0;223;7055;0;2662;53;0;26;144;4751;0;1037;161;132;4;40;1679;147;23611;0;0;0;0;303,3503165
Arlanza;2018;21;0;7;0;0;0;0;0;0;0;0;2;0;6;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;20;0;14;5;0;0;0;6;0;6;0;3;0;0;0;3;92;0;0;0;0;354,6421053
Arribes;2018;5;0;3;0;0;0;48;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;27;0;0;1;9;46;0;0;0;0;0;10;16;3;0;0;0;317;0;4;0;0;0;0;47;6;438;0;0;0;0;299,7494908
Aylés;2018;79;20;28;0;0;0;5;3;0;4;0;0;0;7;0;0;0;33;0;0;0;12;0;14;0;0;0;69;9;0;2;0;0;54;0;16;0;0;16;0;0;0;0;72;0;0;0;0;24;419;0;0;0;0;623,3002257
Bierzo;2018;3378;150;525;1;7;0;530;1;4;2;74;328;10;823;210;30;11;0;0;15;1;159;2;304;2;110;46;586;1137;368;32;1;1319;1121;0;3535;166;5;191;0;1294;0;409;452;50;16;0;1596;1495;14314;0;0;0;0;932,8129273
Binissalem;2018;373;0;10;0;0;0;30;0;0;0;0;3;0;4;0;0;0;0;0;11;0;0;0;0;0;10;0;402;9;0;0;0;0;0;0;16;6;0;0;0;0;0;9;0;0;0;0;37;38;804;0;4;0;0;1001,714609
Bullas;2018;476;0;15;0;0;0;3145;0;0;0;0;249;0;128;0;5;0;0;0;0;0;172;0;4;0;0;0;50;194;821;0;0;0;148;0;1189;0;0;4;0;535;0;728;0;12214;0;141;367;304;5396;12214;1937;0;0;36,89499456
Calatayud;2018;1222;0;529;0;36;0;310;0;0;18;10;5289;13;158;0;2799;0;0;0;25;0;89;0;7;0;436;17187;307;757;31;0;0;450;3080;0;10001;0;0;0;22;1037;0;338;0;80;0;97;507;205;43616;0;0;0;0;253,8405071
Calzadilla;2018;36;3;7;0;0;0;0;0;0;0;0;2;0;8;0;0;0;0;0;0;0;0;0;3;0;0;0;17;9;0;0;0;0;11;0;9;0;0;0;0;0;0;4;0;5;0;0;0;0;114;0;0;0;0;1096,491228
Campo de Borja;2018;9006;5;2237;2;0;0;1666;14;0;52;69;494;0;2782;80;160;49;23;18;10;0;421;1;34;5;207;107;1060;25114;4598;186;0;312;9295;0;13675;162;0;390;86;18574;252;2804;4012;1148;3929;214;3551;14051;85445;206;0;0;0;237,552197
Campo de la Guardia;2018;55;5;31;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;7;0;0;0;3;0;0;0;0;0;0;25;0;0;0;0;159;0;8;0;0;0;0;18;0;279;0;0;0;0;338,2929293
Cangas;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cariñena;2018;57150;231;5792;3;0;26;1237;357;0;83;28;6030;5;6127;0;1048;56;175;26;85;0;7984;0;665;10;1771;1644;1798;40546;27740;2220;0;2680;19414;133;23587;814;0;3547;917;26430;108;3772;3898;37;231;43;23592;6460;218392;4;0;0;0;172,7306881
Casa del Blanco;2018;0;2;59;0;0;0;5;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;14;0;0;0;0;0;5;0;0;0;0;93;0;40;0;0;0;0;577,6917293
Cataluña;2018;19393;452;5212;303;124;13;11795;13;3;2169;5645;4145;704;15386;21;969;591;1293;10449;133;150;3438;181;111;82;11486;5322;4621;36358;678;5848;12;970;5888;251;3891;5338;0;6180;974;7532;352;6964;4754;188;103;3024;82105;7766;103638;0;0;0;0;273,9518524
Cava;2018;237805;7948;209599;395;294;806;14697;267;1152;7525;24027;71886;450;33434;357;2163;2295;5373;6798;3788;91;8628;2573;2496;291;35952;12649;19876;170422;17683;10212;603;11784;23133;922;163153;3160;369;26864;3567;2848;80;60056;12146;5316;621;2324;0;0;0;0;1228878;0;0;311,3286795
Chacolí de Álava;2018;5;0;2;0;0;0;0;0;0;0;6;11;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;8;10;0;0;0;5;0;300;5;0;2;0;1;0;1;0;0;0;0;360;0;0;0;0;0;0;506,6666667
Chacolí de Bizkaia;2018;20;0;16;0;0;0;0;0;0;3;13;0;0;17;0;0;1;0;0;0;0;0;0;0;0;2;25;3;54;0;0;0;4;51;0;258;8;0;5;0;3;0;142;1;11;0;0;605;0;32;0;0;0;0;798
Chacolí de Getaria;2018;57;0;11;0;0;0;0;0;0;15;0;422;0;92;2;23;4;0;0;0;0;4;0;3;0;92;135;9;195;45;19;0;0;9;0;2714;45;3;7;0;21;0;221;24;25;0;2;2564;1546;76;0;13;0;0;619,9095023
Cigales;2018;713;14;1327;3;0;0;180;4;0;7;137;3;0;248;0;44;0;1;9;212;1;53;0;0;0;45;12;1428;99;51;31;0;393;123;0;419;58;0;0;50;648;0;61;33;0;0;6;12;706;5695;0;0;0;0;380
Conca de Barberá;2018;66;0;71;0;0;0;53;0;0;2;1;15;0;40;0;3;0;2;43;0;0;51;0;13;0;30;6;46;124;0;9;0;13;102;0;242;101;0;18;5;74;0;62;42;10;0;241;371;99;1015;0;0;0;0;720,2161616
Condado de Huelva;2018;1;0;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;257;0;22;0;0;0;0;0;0;29;0;0;0;0;0;0;3;0;0;0;0;60;0;4;257;0;0;0;196,6417445
Costers del Segre;2018;616;9;965;26;0;0;337;0;13;161;1613;54;0;982;1;38;1;79;3;2;0;55;0;8;3;1317;40;250;716;42;96;0;6;1447;0;928;5;0;8;29;481;0;583;107;0;12;110;3928;812;6402;0;1;0;0;446,8337073
Dehesa del Carrizal;2018;42;3;13;0;0;0;13;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;20;0;0;5;2;0;5;1;0;0;45;158;0;18;9;10;0;0;38;0;315;0;0;0;0;696,9490085
Dominio de Valdepusa;2018;652;7;8;0;0;0;51;3;0;1;0;2;0;0;1;1;0;0;2;5;0;4;0;6;0;0;0;82;0;33;0;0;20;15;0;136;36;0;18;0;0;0;16;1;0;0;0;0;0;1100;0;0;0;0;866,0172727
El Hierro;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
El Terrerazo;2018;63;16;31;0;0;0;0;0;0;0;3;22;0;29;0;0;0;0;0;0;0;0;0;0;0;0;3;18;2;0;0;0;0;1;0;292;3;0;9;0;0;0;8;5;6;0;0;0;0;511;0;0;0;0;803,0626223
Empordà;2018;459;21;302;0;4;5;62;3;0;56;112;622;31;246;1;21;1;0;0;0;0;57;3;21;0;43;259;817;182;59;87;0;57;441;7;746;16;53;142;173;232;0;236;84;42;7;0;729;394;4504;0;0;0;0;656,8180385
Finca Élez;2018;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;29;0;23;5;0;0;0;17;0;146;0;0;0;0;547,0368098
Gran Canaria;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151;0;0;0;0;0;0;0;0;0;0;0;0;25;126;0;0;0;0;651,3178808
Granada;2018;56;0;1;0;0;0;192;0;0;0;0;2;0;20;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;30;1;251;5;3;0;0;249,3482759
Guijoso;2018;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;0;721,75
Islas Canarias;2018;5;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;27;0;0;0;0;43;0;126;0;0;0;0;0;0;0;0;0;0;0;107;18;103;0;0;0;0;145,2105263
Jerez-Xérès-Sherry;2018;17813;649;7628;0;17;7;1222;44;3;34;1070;8233;27;41099;9;529;264;489;359;30;36;89;25;138;0;1407;449;769;83354;327;609;20;63;2116;177;11842;430;10;713;50;214;1;1123;188;906;154;58;0;0;0;184794;0;0;0;300,0004059
Jumilla;2018;15468;51;1841;0;3;4;3993;24;0;215;2792;2423;0;5559;21;993;169;1668;3598;68;12;7858;1;202;145;924;236;3376;16352;10950;1097;5;1763;9193;106;16407;1021;0;761;1220;26759;0;5056;705;246;50;7944;7516;4371;137482;1015;0;0;895;208,943548
